Station,Name,Last Report,Time Since Report,Latitude,Longitude,5-min Precip,10-min Precip,30-min Precip,60-min Precip,3-hour Precip,12-hour Precip
6R6,DRYDEN,20250703082500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703083000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703083500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703084000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703084500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703085000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703085500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703090000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703090500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703091000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703091500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703092000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703092500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703093000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703093500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703094000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703094500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703095000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703095500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703100000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703100500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703101000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703101500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703102000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703102500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703103000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703103500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703104000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703104500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703105000,00:00:00,30.046,-102.2129,0,0,0,0,0,0
6R6,DRYDEN,20250703105500,00:00:00,30.046,-102.2129,0,0,0,0,0,0
