agency_cd	site_no	dec_lat_va	dec_long_va
USGS	8192000	29.12385015	-99.8948062
USGS	8193000	28.50026313	-99.6819935
USGS	8194000	28.42637889	-99.2400322
USGS	8194200	27.96501329	-98.9669678
USGS	8194500	28.30888906	-98.5572384
USGS	8195000	29.48856496	-99.7047756
USGS	8196000	29.50467576	-99.7814452
USGS	8196300	29.3736111	-99.7041667
USGS	8197500	29.2457934	-99.6744978
USGS	8197936	29.719	-99.5487
USGS	8198000	29.4910644	-99.4928241
USGS	8198500	29.31430556	-99.4804722
USGS	8200000	29.57003056	-99.2476889
USGS	8200720	29.3761111	-99.1166667
USGS	8200977	29.56777778	-99.0969444
USGS	8201500	29.573284	-99.4030997
USGS	8202700	29.37078917	-99.2878185
USGS	8203450	29.34527778	-99.7488889
USGS	8204000	29.1544077	-99.7433888
USGS	8204005	29.1544077	-99.7433888
USGS	8205500	28.73664429	-99.1447556
USGS	8206600	28.46749279	-98.5475174
USGS	8206700	28.58748787	-98.5458513
USGS	8206910	28.48610326	-98.2416752
USGS	8207290	29	-98.5116667
USGS	8207500	28.86497693	-98.3383454
USGS	8208000	28.62220899	-98.2813988
USGS	8210000	28.42749545	-98.1780625
USGS	8210400	28.05973533	-98.0969482
USGS	8211000	28.03834719	-97.8602769
USGS	8211200	27.93779594	-97.7758308
USGS	8211500	27.88307697	-97.625273
USGS	8211520	27.71141879	-97.5019377
USGS	8211800	27.76663889	-98.0755556
USGS	8211900	27.77252575	-98.033613
USGS	8212300	27.52614624	-97.8674982
USGS	8212400	27.26448618	-98.1358378
USGS	8212820	27.66525	-97.7022778
USGS	8364000	31.80288488	-106.5408218
USGS	8371500	29.6210127	-104.4810367
USGS	8374550	29.13798	-103.5249033
USGS	8375300	29.1835386	-102.9754409
USGS	8377200	29.78075694	-101.7559523
USGS	8412500	31.87264499	-103.8315949
USGS	8419000	31.4838611	-103.4901667
USGS	8427000	30.94573056	-103.7898833
USGS	8427500	30.94292408	-103.7882377
USGS	8433000	30.95792694	-103.459619
USGS	8437710	31.3668055	-103.0059908
USGS	8446500	31.11320329	-102.4176419
USGS	8447000	30.65961373	-101.7701244
USGS	8447020	30.45075	-101.7319167
USGS	8447300	30.314	-101.7415556
USGS	8447410	29.8029823	-101.4462223
USGS	8449000	29.96353604	-101.1453849
USGS	8449100	29.888325	-100.9898028
USGS	8456310	29.30791667	-100.4192222
USGS	8458975	27.57568333	-99.5060389
USGS	8458995	27.5360972	-99.5001833
USGS	8474095	25.9216111	-97.4754167
USGS	8474107	25.91444444	-97.4918889
USGS	8474108	25.89402778	-97.4528889
USGS	8474110	25.94083333	-97.4256944
USGS	8474300	25.9172222	-97.3778333
USGS	8474395	26.06744444	-97.1548333
USGS	325823097031702 Grapevine Lk Seepage Weir No 2 nr Coppell	32.97313333	-97.0549278
